127.0.0.1 - - [28/Mar/2023:14:45:27 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:45:37 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:45:37 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 12845
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:45:38 +0530] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:06 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 15973
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:08 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 15973
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:36 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 30498
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:37 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 30498
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5825
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 12845
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:47:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5887
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 12845
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:49:52 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5960
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 12845
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:50:41 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 200 3977
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 12963
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:51:04 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "POST /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 3685
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "POST /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 141
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/submitOtp.xhtml HTTP/1.1" 200 5271
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13837
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:29 +0530] "GET /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:29 +0530] "GET /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 200 3977
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:29 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13837
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:30 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:37 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 2836
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:37 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:37 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:37 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:37 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13967
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:39 +0530] "POST /HealthPharmacy/faces/Main.xhtml HTTP/1.1" 200 2591
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:43 +0530] "POST /HealthPharmacy/faces/SendOtp.xhtml HTTP/1.1" 500 25879
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/calendar/calendar.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/inputmask/inputmask.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/calendar/calendar.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:52:58 +0530] "POST /HealthPharmacy/faces/Main.xhtml HTTP/1.1" 200 20502
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:11 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:13 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 3944
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:14 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:21 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 5976
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:53:21 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 200 3999
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:54:03 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
