127.0.0.1 - - [06/Apr/2023:11:24:27 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "POST /HealthPharmacy/faces/Login.xhtml;jsessionid=179361EE99E5DF32743B05B0E2A505D1 HTTP/1.1" 200 3984
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:13 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:14 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13262
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:45 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6780
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:46 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.woff2?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6780
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:11:25:53 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Apr/2023:12:45:45 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 32424
0:0:0:0:0:0:0:1 - - [06/Apr/2023:12:54:28 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 500 32422
