127.0.0.1 - - [24/Apr/2023:14:20:26 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:22:42 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:09 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6393
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:17 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:28 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:28 +0530] "GET /HealthPharmacy/faces/PharmacyHome.xhtml HTTP/1.1" 200 1686
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:28 +0530] "GET /HealthPharmacy/faces/image/PharmacyHome_image.jpg HTTP/1.1" 500 13184
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:31 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6358
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6356
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:32 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:46 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:46 +0530] "GET /HealthPharmacy/faces/PharmacyHome.xhtml HTTP/1.1" 200 1686
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:23:46 +0530] "GET /HealthPharmacy/faces/image/PharmacyHome_image.jpg HTTP/1.1" 500 13179
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:54 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6356
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6358
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:26:55 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/reset.xhtml HTTP/1.1" 200 6852
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13165
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:16 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:17 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6326
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:18 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13165
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:19 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6328
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2023:14:27:20 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
