127.0.0.1 - - [04/Apr/2023:10:11:25 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:19 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13689
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "POST /HealthPharmacy/faces/ForgetPass.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/ForgetPass2.xhtml HTTP/1.1" 200 3653
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:22 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "POST /HealthPharmacy/faces/ForgetPass2.xhtml HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/OtpLogin.xhtml HTTP/1.1" 200 5492
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13689
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:30 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:35 +0530] "GET /HealthPharmacy/faces/ForgetPass2.xhtml HTTP/1.1" 200 3653
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:35 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 13689
0:0:0:0:0:0:0:1 - - [04/Apr/2023:10:32:36 +0530] "GET /HealthPharmacy/faces/ForgetPass.xhtml HTTP/1.1" 200 3998
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6313
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:35 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:48 +0530] "POST /HealthPharmacy/faces/Login.xhtml HTTP/1.1" 200 6771
0:0:0:0:0:0:0:1 - - [04/Apr/2023:11:02:48 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
